crop,district,market,price,arrival,quantity,unit,literacy,forecast
Tomato,Mysuru,Mysuru Mandi,1174.73,2025-08-24,2455,kg,81.8,Rain expected
Cotton,davanagere,davanagere market,2926.77,2025-08-07,44,quintal,89.2,Cold wave
Maize,Kolar,Kolar Market,2311.53,2025-07-30,1738,kg,58.7,Rain expected
Cotton,Kolar,Kolar Market,2210.98,2025-09-14,2026,ton,58.7,Rain expected
Rice,Mysuru,Mysuru Mandi,2923.58,2025-10-13,2098,quintal,81.8,Slight showers
Wheat,Tumkur,Tumkur Mandi,2890.45,2025-09-30,1429,ton,80.8,Rising prices
Tomato,Kolar,Kolar Market,2525.69,2025-09-28,2061,kg,58.7,Price may drop
Rice,Mysuru,Mysuru Mandi,918.71,2025-07-27,2451,ton,81.8,Rain expected
Rice,Mysuru,Mysuru Mandi,1319.51,2025-09-08,459,ton,81.8,Sunny weather
Tomato,davanagere,davanagere market,2648.04,2025-08-11,1929,kg,89.2,Cold wave
Cotton,chitradurga,chitradurga market,2981.06,2025-07-31,651,quintal,81.8,Drought warning
Tomato,davanagere,davanagere market,2244.71,2025-10-02,974,kg,89.2,Rising prices
Tomato,davanagere,davanagere market,1464.99,2025-07-09,418,ton,89.2,Heatwave
Tomato,Kolar,Kolar Market,2813.87,2025-10-13,1161,quintal,58.7,Sunny weather
Tomato,Tumkur,Tumkur Mandi,1840.24,2025-09-20,1866,quintal,80.8,Price may drop
Cotton,Kolar,Kolar Market,1526.16,2025-08-22,1319,kg,58.7,Slight showers
Wheat,chitradurga,chitradurga market,2918.25,2025-07-10,1532,ton,81.8,Slight showers
Rice,Kolar,Kolar Market,3490.01,2025-07-12,1728,kg,58.7,Sunny weather
Maize,davanagere,davanagere market,3162.94,2025-07-25,315,quintal,89.2,Rain expected
Tomato,chitradurga,chitradurga market,1624.7,2025-07-23,2765,quintal,81.8,Price may drop
Tomato,Tumkur,Tumkur Mandi,2409.04,2025-10-03,202,ton,80.8,Flood risk
Tomato,Tumkur,Tumkur Mandi,2233.07,2025-09-01,211,ton,80.8,Cold wave
Cotton,Mysuru,Mysuru Mandi,2811.11,2025-09-27,2308,quintal,81.8,Price may drop
Tomato,Tumkur,Tumkur Mandi,3088.47,2025-07-11,2409,quintal,80.8,Heatwave
Wheat,chitradurga,chitradurga market,2329.19,2025-07-19,1721,kg,81.8,Rising prices
Tomato,Tumkur,Tumkur Mandi,1719.43,2025-07-27,861,quintal,80.8,Price may drop
Rice,Tumkur,Tumkur Mandi,2024.33,2025-07-14,2278,kg,80.8,Rising prices
Rice,Kolar,Kolar Market,1217.82,2025-07-20,2784,ton,58.7,Drought warning
Cotton,chitradurga,chitradurga market,2564.86,2025-09-01,2791,ton,81.8,Sunny weather
Rice,davanagere,davanagere market,2976.97,2025-07-25,615,quintal,89.2,Rising prices
Rice,Mysuru,Mysuru Mandi,1652.1,2025-08-17,2739,quintal,81.8,Drought warning
Rice,Mysuru,Mysuru Mandi,1989.83,2025-08-23,2168,ton,81.8,Sunny weather
Maize,Kolar,Kolar Market,1374.04,2025-08-25,2800,quintal,58.7,Rising prices
Rice,Mysuru,Mysuru Mandi,3338.3,2025-07-22,2186,ton,81.8,Heatwave
Cotton,Mysuru,Mysuru Mandi,3001.14,2025-08-29,1945,ton,81.8,Slight showers
Cotton,chitradurga,chitradurga market,1726.38,2025-09-13,607,ton,81.8,Rain expected
Tomato,Tumkur,Tumkur Mandi,3447.51,2025-09-01,2233,ton,80.8,Drought warning
Rice,davanagere,davanagere market,3193.96,2025-10-21,461,ton,89.2,Cold wave
Tomato,Kolar,Kolar Market,1371.98,2025-09-18,2934,ton,58.7,Stable
Cotton,Tumkur,Tumkur Mandi,940.38,2025-10-05,1206,ton,80.8,Flood risk
Maize,Mysuru,Mysuru Mandi,1965.56,2025-10-20,2943,quintal,81.8,Rain expected
Cotton,Kolar,Kolar Market,1746.36,2025-10-21,1951,quintal,58.7,Flood risk
Wheat,Kolar,Kolar Market,923.81,2025-07-24,1058,ton,58.7,Sunny weather
Wheat,Kolar,Kolar Market,2164.33,2025-10-12,2261,quintal,58.7,Heatwave
Wheat,Tumkur,Tumkur Mandi,1689.26,2025-07-16,1486,ton,80.8,Flood risk
Tomato,Mysuru,Mysuru Mandi,2011.74,2025-08-03,1812,ton,81.8,Slight showers
Tomato,Tumkur,Tumkur Mandi,2604.45,2025-10-17,1962,kg,80.8,Drought warning
Maize,Mysuru,Mysuru Mandi,1923.63,2025-08-28,1084,quintal,81.8,Drought warning
Tomato,Tumkur,Tumkur Mandi,2342.77,2025-09-21,1007,quintal,80.8,Stable
Tomato,davanagere,davanagere market,1971.72,2025-10-16,417,quintal,89.2,Cold wave
Tomato,davanagere,davanagere market,1355.87,2025-09-01,2876,kg,89.2,Price may drop
Maize,Tumkur,Tumkur Mandi,1604.64,2025-08-30,2051,ton,80.8,Rain expected
Maize,Mysuru,Mysuru Mandi,722.28,2025-09-28,1069,ton,81.8,Flood risk
Rice,chitradurga,chitradurga market,1951.46,2025-07-07,2318,kg,81.8,Price may drop
Tomato,Kolar,Kolar Market,2934.59,2025-09-15,2117,kg,58.7,Flood risk
Cotton,Mysuru,Mysuru Mandi,2456.88,2025-08-04,215,kg,81.8,Stable
Maize,Mysuru,Mysuru Mandi,2004.67,2025-10-23,828,ton,81.8,Slight showers
Wheat,davanagere,davanagere market,810.61,2025-09-06,2107,kg,89.2,Slight showers
Wheat,Mysuru,Mysuru Mandi,2342.31,2025-08-31,1061,kg,81.8,Rising prices
Tomato,davanagere,davanagere market,2848.82,2025-08-20,2024,ton,89.2,Slight showers
Rice,Mysuru,Mysuru Mandi,747.47,2025-09-18,1768,quintal,81.8,Price may drop
Maize,Mysuru,Mysuru Mandi,933.13,2025-08-16,1275,quintal,81.8,Rain expected
Cotton,davanagere,davanagere market,1097.69,2025-08-27,1915,quintal,89.2,Flood risk
Tomato,Tumkur,Tumkur Mandi,1261.15,2025-07-22,2422,ton,80.8,Price may drop
Cotton,Tumkur,Tumkur Mandi,3378.11,2025-09-14,2871,kg,80.8,Rising prices
Tomato,chitradurga,chitradurga market,2884.24,2025-07-29,1377,kg,81.8,Rising prices
Maize,Tumkur,Tumkur Mandi,2116.0,2025-08-29,141,quintal,80.8,Flood risk
Maize,davanagere,davanagere market,2309.11,2025-07-31,1376,quintal,89.2,Heatwave
Tomato,chitradurga,chitradurga market,2710.92,2025-09-04,2928,kg,81.8,Drought warning
Cotton,Mysuru,Mysuru Mandi,3481.97,2025-08-08,1628,quintal,81.8,Sunny weather
Rice,davanagere,davanagere market,3377.89,2025-09-07,2318,quintal,89.2,Price may drop
Maize,chitradurga,chitradurga market,1601.91,2025-07-07,711,kg,81.8,Drought warning
Wheat,Mysuru,Mysuru Mandi,1635.48,2025-08-21,315,kg,81.8,Flood risk
Tomato,Tumkur,Tumkur Mandi,1517.5,2025-07-18,585,quintal,80.8,Slight showers
Wheat,Kolar,Kolar Market,1104.21,2025-07-02,940,ton,58.7,Sunny weather
Tomato,chitradurga,chitradurga market,2199.28,2025-08-10,2394,ton,81.8,Drought warning
Wheat,Kolar,Kolar Market,3137.2,2025-07-28,2579,ton,58.7,Cold wave
Cotton,Tumkur,Tumkur Mandi,3461.94,2025-08-13,322,quintal,80.8,Rising prices
Maize,Kolar,Kolar Market,2294.0,2025-10-25,725,kg,58.7,Price may drop
Rice,Kolar,Kolar Market,1625.27,2025-07-24,1921,kg,58.7,Rain expected
Cotton,Kolar,Kolar Market,1974.26,2025-08-13,1187,kg,58.7,Sunny weather
Tomato,Mysuru,Mysuru Mandi,1958.12,2025-09-07,2631,ton,81.8,Rain expected
Rice,davanagere,davanagere market,955.52,2025-07-16,1843,quintal,89.2,Rain expected
Cotton,Tumkur,Tumkur Mandi,1058.39,2025-09-29,2033,ton,80.8,Heatwave
Maize,davanagere,davanagere market,1867.11,2025-10-06,2177,ton,89.2,Drought warning
Tomato,Tumkur,Tumkur Mandi,3329.94,2025-10-05,305,kg,80.8,Flood risk
Wheat,davanagere,davanagere market,2625.99,2025-07-18,568,ton,89.2,Stable
Rice,Kolar,Kolar Market,1288.25,2025-08-27,2183,kg,58.7,Cold wave
Tomato,Tumkur,Tumkur Mandi,2672.91,2025-08-30,989,quintal,80.8,Heatwave
Cotton,chitradurga,chitradurga market,3431.93,2025-09-14,1159,kg,81.8,Slight showers
Maize,Mysuru,Mysuru Mandi,1270.78,2025-08-18,2522,kg,81.8,Sunny weather
Tomato,chitradurga,chitradurga market,1903.18,2025-07-15,324,kg,81.8,Slight showers
Cotton,Kolar,Kolar Market,2438.94,2025-10-04,2596,ton,58.7,Cold wave
Tomato,Tumkur,Tumkur Mandi,2377.95,2025-10-18,1148,kg,80.8,Rain expected
Cotton,davanagere,davanagere market,3493.82,2025-09-29,1848,ton,89.2,Price may drop
Wheat,Mysuru,Mysuru Mandi,2060.23,2025-09-19,1322,kg,81.8,Sunny weather
Wheat,davanagere,davanagere market,2950.81,2025-08-10,316,ton,89.2,Price may drop
Rice,Kolar,Kolar Market,1630.0,2025-10-01,1016,ton,58.7,Rain expected
Cotton,chitradurga,chitradurga market,1978.26,2025-07-14,1118,ton,81.8,Heatwave
Cotton,davanagere,davanagere market,2881.1,2025-10-17,497,ton,89.2,Sunny weather
Tomato,Tumkur,Tumkur Mandi,2822.06,2025-09-28,2470,quintal,80.8,Price may drop
Rice,chitradurga,chitradurga market,2130.61,2025-10-20,1576,kg,81.8,Rising prices
Cotton,chitradurga,chitradurga market,1701.44,2025-10-01,1470,quintal,81.8,Flood risk
Cotton,chitradurga,chitradurga market,2746.56,2025-09-26,710,quintal,81.8,Cold wave
Rice,Tumkur,Tumkur Mandi,3279.9,2025-09-18,2027,ton,80.8,Drought warning
Rice,davanagere,davanagere market,890.52,2025-09-27,1779,ton,89.2,Stable
Rice,Kolar,Kolar Market,2177.98,2025-10-16,1303,kg,58.7,Rising prices
Rice,chitradurga,chitradurga market,946.2,2025-08-25,2831,ton,81.8,Rain expected
Tomato,Tumkur,Tumkur Mandi,918.73,2025-07-20,1502,quintal,80.8,Rain expected
Wheat,chitradurga,chitradurga market,2546.27,2025-09-16,781,quintal,81.8,Sunny weather
Wheat,Tumkur,Tumkur Mandi,3388.29,2025-07-06,1770,ton,80.8,Heatwave
Rice,davanagere,davanagere market,1844.8,2025-08-12,1318,quintal,89.2,Rain expected
Cotton,davanagere,davanagere market,995.61,2025-08-15,2919,ton,89.2,Drought warning
Maize,Kolar,Kolar Market,3149.7,2025-08-27,291,ton,58.7,Cold wave
Cotton,chitradurga,chitradurga market,1299.81,2025-09-01,168,ton,81.8,Slight showers
Cotton,davanagere,davanagere market,3173.56,2025-08-30,2922,quintal,89.2,Sunny weather
Rice,Tumkur,Tumkur Mandi,1729.49,2025-07-10,969,kg,80.8,Rain expected
Maize,davanagere,davanagere market,2521.64,2025-08-23,679,ton,89.2,Drought warning
Cotton,Mysuru,Mysuru Mandi,2045.99,2025-10-15,2503,kg,81.8,Rain expected
Tomato,Tumkur,Tumkur Mandi,3391.34,2025-09-16,2305,kg,80.8,Rain expected
Wheat,chitradurga,chitradurga market,2590.11,2025-10-14,2429,quintal,81.8,Price may drop
Maize,Mysuru,Mysuru Mandi,3273.26,2025-07-14,122,ton,81.8,Cold wave
Tomato,Mysuru,Mysuru Mandi,865.76,2025-08-09,1704,quintal,81.8,Drought warning
Cotton,Kolar,Kolar Market,2000.6,2025-08-07,2024,ton,58.7,Stable
Tomato,chitradurga,chitradurga market,790.96,2025-09-19,2891,kg,81.8,Slight showers
Cotton,Tumkur,Tumkur Mandi,2688.65,2025-07-22,2385,kg,80.8,Heatwave
Tomato,davanagere,davanagere market,2719.05,2025-08-05,1519,quintal,89.2,Heatwave
Wheat,Mysuru,Mysuru Mandi,3124.67,2025-08-15,477,kg,81.8,Heatwave
Maize,chitradurga,chitradurga market,3170.02,2025-10-20,771,kg,81.8,Price may drop
Rice,Kolar,Kolar Market,2267.6,2025-10-21,666,ton,58.7,Rain expected
Cotton,Tumkur,Tumkur Mandi,1280.0,2025-10-24,1843,quintal,80.8,Rain expected
Tomato,Mysuru,Mysuru Mandi,2457.71,2025-07-18,724,quintal,81.8,Price may drop
Maize,Kolar,Kolar Market,1453.12,2025-10-19,2204,ton,58.7,Cold wave
Rice,Mysuru,Mysuru Mandi,2647.51,2025-08-23,178,kg,81.8,Heatwave
Tomato,Mysuru,Mysuru Mandi,1353.1,2025-08-28,2670,quintal,81.8,Sunny weather
Cotton,chitradurga,chitradurga market,2598.45,2025-08-06,2129,quintal,81.8,Stable
Maize,chitradurga,chitradurga market,1438.92,2025-09-20,1763,ton,81.8,Rising prices
Rice,Tumkur,Tumkur Mandi,929.52,2025-08-25,860,ton,80.8,Cold wave
Tomato,chitradurga,chitradurga market,2152.58,2025-07-29,2433,quintal,81.8,Cold wave
Maize,Mysuru,Mysuru Mandi,1857.74,2025-10-03,2709,kg,81.8,Drought warning
Wheat,Tumkur,Tumkur Mandi,1805.56,2025-09-26,1521,quintal,80.8,Drought warning
Maize,Tumkur,Tumkur Mandi,721.27,2025-07-08,2912,quintal,80.8,Stable
Rice,Mysuru,Mysuru Mandi,2701.92,2025-10-06,212,quintal,81.8,Sunny weather
Wheat,Kolar,Kolar Market,1831.25,2025-07-16,1854,ton,58.7,Heatwave
Cotton,davanagere,davanagere market,1861.98,2025-10-04,2064,ton,89.2,Flood risk
Wheat,Kolar,Kolar Market,2699.53,2025-09-28,162,kg,58.7,Heatwave
Maize,Kolar,Kolar Market,3083.45,2025-09-26,715,ton,58.7,Price may drop
Tomato,Mysuru,Mysuru Mandi,1654.47,2025-07-12,2222,kg,81.8,Stable
Tomato,Mysuru,Mysuru Mandi,2585.87,2025-10-25,1876,ton,81.8,Price may drop
Cotton,Kolar,Kolar Market,1329.35,2025-10-08,1638,quintal,58.7,Rain expected
Cotton,Kolar,Kolar Market,3092.51,2025-07-24,1361,quintal,58.7,Drought warning
Cotton,davanagere,davanagere market,3428.19,2025-09-30,1095,quintal,89.2,Sunny weather
Tomato,Tumkur,Tumkur Mandi,2486.96,2025-07-14,2661,ton,80.8,Rising prices
Maize,chitradurga,chitradurga market,2360.66,2025-07-15,2387,kg,81.8,Rising prices
Rice,Kolar,Kolar Market,2717.53,2025-08-26,716,kg,58.7,Heatwave
Tomato,Mysuru,Mysuru Mandi,2148.18,2025-10-26,903,ton,81.8,Cold wave
Maize,davanagere,davanagere market,1851.76,2025-08-21,1687,ton,89.2,Slight showers
Maize,davanagere,davanagere market,1345.41,2025-09-08,1129,ton,89.2,Heatwave
Maize,Kolar,Kolar Market,1220.82,2025-10-25,1141,ton,58.7,Heatwave
Cotton,davanagere,davanagere market,2101.92,2025-07-10,875,kg,89.2,Heatwave
Rice,davanagere,davanagere market,1492.82,2025-10-15,207,ton,89.2,Sunny weather
Maize,Tumkur,Tumkur Mandi,3367.65,2025-09-30,1159,quintal,80.8,Sunny weather
Rice,davanagere,davanagere market,846.14,2025-10-18,237,ton,89.2,Flood risk
Wheat,Tumkur,Tumkur Mandi,866.27,2025-09-13,1151,quintal,80.8,Rising prices
Tomato,Kolar,Kolar Market,2974.9,2025-10-26,1299,ton,58.7,Rising prices
Rice,Tumkur,Tumkur Mandi,1672.11,2025-08-04,1486,kg,80.8,Slight showers
Wheat,Kolar,Kolar Market,1269.27,2025-08-16,736,ton,58.7,Drought warning
Wheat,Mysuru,Mysuru Mandi,3023.96,2025-09-11,1767,ton,81.8,Rain expected
Tomato,chitradurga,chitradurga market,1177.2,2025-08-18,1332,kg,81.8,Rain expected
Cotton,davanagere,davanagere market,1337.79,2025-07-09,2369,kg,89.2,Slight showers
Tomato,Kolar,Kolar Market,1917.61,2025-09-18,780,kg,58.7,Rain expected
Wheat,davanagere,davanagere market,2907.49,2025-08-09,624,ton,89.2,Price may drop
Rice,Tumkur,Tumkur Mandi,1722.9,2025-08-23,1442,kg,80.8,Heatwave
Wheat,Kolar,Kolar Market,2183.28,2025-08-21,2379,kg,58.7,Sunny weather
Tomato,chitradurga,chitradurga market,1144.71,2025-09-22,448,quintal,81.8,Heatwave
Rice,Mysuru,Mysuru Mandi,1287.36,2025-08-20,2592,quintal,81.8,Stable
Rice,Mysuru,Mysuru Mandi,1700.68,2025-08-18,398,quintal,81.8,Price may drop
Maize,Mysuru,Mysuru Mandi,2020.67,2025-09-03,2166,quintal,81.8,Sunny weather
Tomato,Kolar,Kolar Market,1996.13,2025-08-30,465,kg,58.7,Slight showers
Rice,davanagere,davanagere market,1375.11,2025-09-08,540,ton,89.2,Rising prices
Maize,davanagere,davanagere market,3297.98,2025-10-08,554,kg,89.2,Rising prices
Maize,davanagere,davanagere market,2305.42,2025-07-02,586,kg,89.2,Slight showers
Wheat,Tumkur,Tumkur Mandi,1989.36,2025-07-10,767,kg,80.8,Flood risk
Rice,Tumkur,Tumkur Mandi,744.67,2025-08-24,665,kg,80.8,Sunny weather
Tomato,chitradurga,chitradurga market,3136.04,2025-08-23,104,ton,81.8,Drought warning
Tomato,Tumkur,Tumkur Mandi,1381.74,2025-09-21,548,ton,80.8,Flood risk
Tomato,chitradurga,chitradurga market,1632.5,2025-09-01,2086,kg,81.8,Price may drop
Tomato,davanagere,davanagere market,869.58,2025-09-19,417,kg,89.2,Cold wave
Rice,Tumkur,Tumkur Mandi,710.8,2025-09-18,2694,ton,80.8,Stable
Cotton,Tumkur,Tumkur Mandi,2992.53,2025-08-08,101,ton,80.8,Rising prices
Wheat,chitradurga,chitradurga market,2383.89,2025-10-02,1871,quintal,81.8,Flood risk
Maize,Kolar,Kolar Market,856.5,2025-09-16,1628,kg,58.7,Drought warning
Wheat,Mysuru,Mysuru Mandi,1725.1,2025-10-17,354,ton,81.8,Stable
Tomato,chitradurga,chitradurga market,3309.14,2025-07-27,412,kg,81.8,Cold wave
Cotton,Kolar,Kolar Market,850.22,2025-10-22,2515,kg,58.7,Sunny weather
Rice,Mysuru,Mysuru Mandi,3418.08,2025-09-23,2581,quintal,81.8,Rising prices
Rice,Mysuru,Mysuru Mandi,1844.92,2025-07-14,851,quintal,81.8,Stable
Maize,Kolar,Kolar Market,1960.21,2025-10-08,513,ton,58.7,Flood risk
Tomato,Mysuru,Mysuru Mandi,1496.67,2025-09-08,2526,kg,81.8,Heatwave
Wheat,Tumkur,Tumkur Mandi,1190.78,2025-08-08,1095,ton,80.8,Sunny weather
Wheat,Kolar,Kolar Market,1237.47,2025-08-01,1809,kg,58.7,Slight showers
Tomato,chitradurga,chitradurga market,3310.48,2025-09-02,951,ton,81.8,Price may drop
Wheat,Kolar,Kolar Market,2603.93,2025-09-28,346,kg,58.7,Stable
Rice,Kolar,Kolar Market,3201.07,2025-08-14,2548,quintal,58.7,Flood risk
Rice,chitradurga,chitradurga market,2382.41,2025-10-18,1777,quintal,81.8,Heatwave
Cotton,Tumkur,Tumkur Mandi,3210.77,2025-09-14,1786,ton,80.8,Drought warning
Wheat,davanagere,davanagere market,2633.26,2025-09-24,1868,kg,89.2,Stable
Maize,chitradurga,chitradurga market,3045.96,2025-09-04,818,quintal,81.8,Drought warning
Wheat,chitradurga,chitradurga market,1388.46,2025-10-16,2932,ton,81.8,Price may drop
Rice,davanagere,davanagere market,3361.29,2025-09-03,1607,ton,89.2,Price may drop
Tomato,chitradurga,chitradurga market,2647.89,2025-08-17,1026,ton,81.8,Slight showers
Rice,chitradurga,chitradurga market,1101.64,2025-08-23,870,kg,81.8,Slight showers
Cotton,Tumkur,Tumkur Mandi,788.89,2025-07-30,964,quintal,80.8,Flood risk
Tomato,Kolar,Kolar Market,1806.53,2025-08-06,245,quintal,58.7,Rain expected
Maize,davanagere,davanagere market,1956.7,2025-08-31,2842,kg,89.2,Rising prices
Maize,Mysuru,Mysuru Mandi,2657.81,2025-10-21,2299,ton,81.8,Stable
Cotton,chitradurga,chitradurga market,820.64,2025-08-01,2069,quintal,81.8,Rain expected
Tomato,davanagere,davanagere market,1383.96,2025-07-06,143,quintal,89.2,Rain expected
Rice,Kolar,Kolar Market,1869.19,2025-08-26,1110,kg,58.7,Heatwave
Tomato,chitradurga,chitradurga market,2089.15,2025-08-12,1404,quintal,81.8,Cold wave
Cotton,Tumkur,Tumkur Mandi,1127.46,2025-08-21,927,ton,80.8,Price may drop
Wheat,davanagere,davanagere market,2742.69,2025-10-18,924,kg,89.2,Flood risk
Maize,Kolar,Kolar Market,878.8,2025-10-21,1244,quintal,58.7,Sunny weather
Wheat,Tumkur,Tumkur Mandi,1547.57,2025-07-28,757,kg,80.8,Slight showers
Cotton,chitradurga,chitradurga market,3104.71,2025-10-04,1246,kg,81.8,Rain expected
Maize,Mysuru,Mysuru Mandi,2419.77,2025-10-19,2911,ton,81.8,Rain expected
Wheat,chitradurga,chitradurga market,2234.6,2025-10-17,2807,kg,81.8,Rising prices
Maize,Mysuru,Mysuru Mandi,1980.84,2025-08-30,746,ton,81.8,Price may drop
Rice,davanagere,davanagere market,1166.16,2025-10-12,417,ton,89.2,Sunny weather
Wheat,Mysuru,Mysuru Mandi,1946.43,2025-07-10,2186,quintal,81.8,Rising prices
Tomato,davanagere,davanagere market,2860.0,2025-09-15,419,quintal,89.2,Rain expected
Maize,Tumkur,Tumkur Mandi,2784.12,2025-10-18,2141,quintal,80.8,Cold wave
Rice,Mysuru,Mysuru Mandi,2336.66,2025-09-17,454,kg,81.8,Rain expected
Rice,Kolar,Kolar Market,1160.82,2025-10-27,2473,kg,58.7,Cold wave
Cotton,Kolar,Kolar Market,2782.8,2025-08-09,2175,kg,58.7,Rising prices
Maize,Kolar,Kolar Market,2324.78,2025-10-01,2556,kg,58.7,Slight showers
Tomato,davanagere,davanagere market,1460.73,2025-10-15,450,ton,89.2,Slight showers
Cotton,Tumkur,Tumkur Mandi,2993.45,2025-10-14,1034,ton,80.8,Price may drop
Cotton,Mysuru,Mysuru Mandi,1012.64,2025-07-11,894,ton,81.8,Rain expected
Cotton,davanagere,davanagere market,2344.92,2025-08-20,1333,ton,89.2,Cold wave
Maize,Mysuru,Mysuru Mandi,997.0,2025-07-07,1596,kg,81.8,Rising prices
Tomato,chitradurga,chitradurga market,1297.05,2025-10-22,2299,kg,81.8,Flood risk
Maize,Mysuru,Mysuru Mandi,1248.66,2025-07-22,1189,quintal,81.8,Drought warning
Maize,chitradurga,chitradurga market,2824.07,2025-08-30,1847,kg,81.8,Rising prices
Cotton,davanagere,davanagere market,1374.76,2025-08-15,809,quintal,89.2,Slight showers
Cotton,Mysuru,Mysuru Mandi,1493.57,2025-09-21,2614,quintal,81.8,Price may drop
Rice,davanagere,davanagere market,2860.72,2025-10-07,1146,kg,89.2,Price may drop
Wheat,Kolar,Kolar Market,1618.03,2025-10-08,1930,ton,58.7,Rising prices
Tomato,chitradurga,chitradurga market,2882.95,2025-07-04,1613,kg,81.8,Cold wave
Tomato,Mysuru,Mysuru Mandi,1843.8,2025-09-28,1310,ton,81.8,Stable
Tomato,Mysuru,Mysuru Mandi,1010.88,2025-09-17,873,ton,81.8,Drought warning
Cotton,Kolar,Kolar Market,2259.53,2025-10-01,974,quintal,58.7,Stable
Cotton,Mysuru,Mysuru Mandi,3201.58,2025-10-15,59,ton,81.8,Heatwave
Cotton,Kolar,Kolar Market,2308.16,2025-08-26,2943,quintal,58.7,Sunny weather
Maize,chitradurga,chitradurga market,912.03,2025-09-24,1178,ton,81.8,Drought warning
Rice,Mysuru,Mysuru Mandi,1068.19,2025-09-05,393,kg,81.8,Price may drop
Cotton,davanagere,davanagere market,1961.77,2025-07-12,64,kg,89.2,Price may drop
Maize,Mysuru,Mysuru Mandi,3336.34,2025-07-01,2672,quintal,81.8,Heatwave
Cotton,chitradurga,chitradurga market,1777.1,2025-09-25,1820,kg,81.8,Stable
Tomato,Kolar,Kolar Market,3452.08,2025-08-24,2272,quintal,58.7,Stable
Tomato,Mysuru,Mysuru Mandi,1604.47,2025-09-10,156,ton,81.8,Slight showers
Maize,Kolar,Kolar Market,2970.55,2025-09-29,2609,kg,58.7,Stable
Cotton,Kolar,Kolar Market,2185.43,2025-10-22,412,kg,58.7,Stable
Rice,chitradurga,chitradurga market,3246.28,2025-09-23,267,quintal,81.8,Rain expected
Wheat,davanagere,davanagere market,1778.44,2025-07-18,388,kg,89.2,Drought warning
Maize,chitradurga,chitradurga market,1024.04,2025-10-08,2833,kg,81.8,Price may drop
Maize,chitradurga,chitradurga market,2043.61,2025-09-21,2417,kg,81.8,Rising prices
Wheat,chitradurga,chitradurga market,3489.6,2025-10-06,2246,kg,81.8,Rising prices
Maize,Kolar,Kolar Market,3421.31,2025-10-06,275,kg,58.7,Rising prices
Maize,davanagere,davanagere market,1361.21,2025-08-17,691,quintal,89.2,Sunny weather
Wheat,Tumkur,Tumkur Mandi,1914.24,2025-07-02,1626,kg,80.8,Drought warning
Rice,Tumkur,Tumkur Mandi,2781.03,2025-08-04,1068,ton,80.8,Rising prices
Maize,Mysuru,Mysuru Mandi,2095.13,2025-10-25,2872,ton,81.8,Sunny weather
Wheat,Tumkur,Tumkur Mandi,1003.82,2025-07-29,434,kg,80.8,Slight showers
Rice,davanagere,davanagere market,2314.5,2025-09-24,1721,kg,89.2,Slight showers
Maize,Tumkur,Tumkur Mandi,2081.81,2025-09-24,1699,ton,80.8,Heatwave
Maize,Tumkur,Tumkur Mandi,2454.3,2025-07-17,1452,kg,80.8,Cold wave
Maize,chitradurga,chitradurga market,2706.86,2025-10-03,1431,kg,81.8,Rising prices
Wheat,davanagere,davanagere market,3455.77,2025-09-25,731,ton,89.2,Slight showers
Tomato,Mysuru,Mysuru Mandi,817.89,2025-10-03,2021,quintal,81.8,Drought warning
Wheat,chitradurga,chitradurga market,2196.19,2025-09-03,212,ton,81.8,Slight showers
Wheat,chitradurga,chitradurga market,1120.84,2025-09-03,209,kg,81.8,Rain expected
Tomato,davanagere,davanagere market,1021.05,2025-08-06,220,ton,89.2,Rain expected
